location	address	adname	cityname	id	importance	name	pname	tel	type	typecode	经	纬	places_code	places	keywords
109.499193,30.288698	土桥大道239号	恩施市	恩施土家族苗族自治州	B0FFFDLOSB	[]	伍家台贡茶(土桥店)	湖北省	13597793718;18972444255	购物服务;专卖店;专营店	061200	109.499193	30.288698	420000	湖北省	贡茶
109.488723,30.271554	大街一巷	恩施市	恩施土家族苗族自治州	B0FFFRRQKU	[]	伍家台贡茶(舞阳大道一巷)	湖北省	15707262132;13367181219	购物服务;专卖店;专营店	061200	109.488723	30.271554	420000	湖北省	贡茶
114.276992,30.629331	兴业路136号华创2期1号楼12层	江岸区	武汉市	B0FFGWU6HG	[]	膳玉贡茶武汉公司总部	湖北省	027-59322168	公司企业;公司;公司	170200	114.276992	30.629331	420000	湖北省	贡茶
114.396093,30.522436	鲁磨路地质大学西区59栋8号门面	洪山区	武汉市	B0FFHRKHBB	[]	中国地质大学西区贡茶(卓玉店)	湖北省	15997490015	餐饮服务;冷饮店;冷饮店	050700	114.396093	30.522436	420000	湖北省	贡茶
111.847535,31.775006	城关镇和平桥路313号(南洋家电对面)	南漳县	襄阳市	B0FFI6VN50	[]	可恋贡茶震兴鸡排店(南漳店)	湖北省	15971001493	餐饮服务;餐饮相关场所;餐饮相关	050000	111.847535	31.775006	420000	湖北省	贡茶
109.492382,30.004630	027县道西50米	宣恩县	恩施土家族苗族自治州	B0FFG6IWNJ	[]	恩施州伍家台富硒贡茶有限公司(东南门)	湖北省	[]	通行设施;临街院门;临街院门	991400	109.492382	30.004630	420000	湖北省	贡茶
109.482618,29.991026	星光大道11号门面	宣恩县	恩施土家族苗族自治州	B0FFFZFXW9	[]	宣露伍家台贡茶	湖北省	0718-5833258;13972423846	购物服务;专卖店;专营店	061200	109.482618	29.991026	420000	湖北省	贡茶
114.349376,30.584743	徐家棚街团结村福星惠誉群星城EB1-17号	武昌区	武汉市	B0FFHI9W0Y	[]	漾漾好四云奶盖贡茶(群星城店)	湖北省	18207135262	餐饮服务;餐饮相关场所;餐饮相关	050000	114.349376	30.584743	420000	湖北省	贡茶
114.267068,30.568701	中山大道238号凯德广场B1层27B号	硚口区	武汉市	B0FFH6ZICO	[]	漾漾好四云奶盖贡茶(武胜路店)	湖北省	027-83773375;13986100211	餐饮服务;冷饮店;冷饮店	050700	114.267068	30.568701	420000	湖北省	贡茶
109.492137,30.004934	027县道西100米	宣恩县	恩施土家族苗族自治州	B02CE0PO87	[]	恩施州伍家台富硒贡茶有限责任公司	湖北省	[]	公司企业;公司;公司	170200	109.492137	30.004934	420000	湖北省	贡茶
114.401685,30.492400	光谷青年城1幢青年广场一楼	洪山区	武汉市	B0FFHQTO38	[]	御制贡茶光谷青年城青年广场店	湖北省	15295173672	餐饮服务;餐饮相关场所;餐饮相关	050000	114.401685	30.492400	420000	湖北省	贡茶
114.167712,30.617786	长宜路1号武汉荟聚购物中心2层	硚口区	武汉市	B0FFH1HEPO	[]	四云奶盖漾漾好贡茶(宜家荟聚店)	湖北省	027-83068727	餐饮服务;冷饮店;冷饮店	050700	114.167712	30.617786	420000	湖北省	贡茶
111.302367,30.757104	茶园路与香浮街交叉口东50米	夷陵区	宜昌市	B0FFGZQZHY	[]	宜昌秦家坪隐农峡贡茶茶业合作社直销处	湖北省	18671748299	购物服务;购物相关场所;购物相关场所	060000	111.302367	30.757104	420000	湖北省	贡茶
110.323819,30.602568	052乡道与245省道交叉口东南100米	巴东县	恩施土家族苗族自治州	B0FFH6928Y	[]	伍家台贡茶巴东县总代理	湖北省	13597776933	购物服务;专卖店;专营店	061200	110.323819	30.602568	420000	湖北省	贡茶
110.323846,30.602634	052乡道与245省道交叉口东南100米	巴东县	恩施土家族苗族自治州	B0FFHSLMWN	[]	皇恩宠赐巴东县总代理	湖北省	13597776933	购物服务;专卖店;专营店	061200	110.323846	30.602634	420000	湖北省	贡茶
109.581814,30.135103	027县道	宣恩县	恩施土家族苗族自治州	B0FFGJXJOC	[]	中国移动(万寨田妮贡茶苑营业厅)	湖北省	15826706388	生活服务;电讯营业厅;中国移动营业厅	070603	109.581814	30.135103	420000	湖北省	贡茶
115.086425,30.211318	大上海广场铁锅门楼下	黄石港区	黄石市	B0FFHRL0QV	[]	罗奶茶	湖北省	18942945870	餐饮服务;餐饮相关场所;餐饮相关	050000	115.086425	30.211318	420000	湖北省	贡茶
114.427276,30.417328	杨桥湖大道湖北经济学院对面阳光时尚商业街2-144号	江夏区	武汉市	B0FFGZPCXI	[]	品菋时光	湖北省	15802726858;15871728211	餐饮服务;餐饮相关场所;餐饮相关	050000	114.427276	30.417328	420000	湖北省	贡茶
111.316707,30.706036	发展大道13号水悦城购物中心B1层	西陵区	宜昌市	B0FFFVNUMF	[]	GONG CHA(水悦城购物中心)	湖北省	0717-6681138	餐饮服务;冷饮店;冷饮店	050700	111.316707	30.706036	420000	湖北省	贡茶
114.885967,30.401989	南浦路南浦国际美食街中段	鄂城区	鄂州市	B0FFHBRR1O	[]	韩式炸鸡(鄂州总店)	湖北省	15586591926	餐饮服务;餐饮相关场所;餐饮相关	050000	114.885967	30.401989	420000	湖北省	贡茶
112.110560,32.003588	檀溪路恒大名都正大门向西20米2-2单元104号	襄城区	襄阳市	B0FFHBO2H5	[]	哥伦布奶茶小吃(恒大店)	湖北省	15897997807;18327579925	餐饮服务;餐饮相关场所;餐饮相关	050000	112.110560	32.003588	420000	湖北省	贡茶
114.386145,30.476137	东湖新技术开发区南湖大道116号南湖时尚城K6-1-1-7号商铺	洪山区	武汉市	B0FFHU7PVF	[]	GONG CHA	湖北省	15001172890	餐饮服务;冷饮店;冷饮店	050700	114.386145	30.476137	420000	湖北省	贡茶
114.291530,30.579329	中山大道818号新佳丽购物广场B1层(贡茶隔壁)	江汉区	武汉市	B0FFGO3RRM	[]	西少肉夹馍(新佳丽时尚广场店)	湖北省	15527017202	餐饮服务;餐饮相关场所;餐饮相关	050000	114.291530	30.579329	420000	湖北省	贡茶
111.347359,30.647306	夷陵大道353号	伍家岗区	宜昌市	B02CD03YZH	[]	江山茶行(东山大道)	湖北省	15871663019	购物服务;专卖店;专营店	061200	111.347359	30.647306	420000	湖北省	贡茶
114.360782,30.617169	和平大道819号奥山世纪城B1层	洪山区	武汉市	B0FFHK0RT3	[]	GONG CHA	湖北省	18696163857	餐饮服务;冷饮店;冷饮店	050700	114.360782	30.617169	420000	湖北省	贡茶
113.912122,30.932364	孝感学院南门88号(贡茶旁边)	孝南区	孝感市	B0FFHCINZX	[]	Hi味花甲(学院店)	湖北省	0712-2102722;13035155559	餐饮服务;快餐厅;快餐厅	050300	113.912122	30.932364	420000	湖北省	贡茶
110.033304,29.888026	溇水大道6-1号	鹤峰县	恩施土家族苗族自治州	B0FFG35ABU	[]	容米茶业	湖北省	13593647315	购物服务;专卖店;专营店	061200	110.033304	29.888026	420000	湖北省	贡茶
115.212020,29.837455	兴国大道中凯大厦126号	阳新县	黄石市	B0FFI81KHD	[]	龚茶	湖北省	13517669763	餐饮服务;餐饮相关场所;餐饮相关	050000	115.212020	29.837455	420000	湖北省	贡茶
109.581547,30.135156	万寨乡贡茶苑4号门面	宣恩县	恩施土家族苗族自治州	B0FFHBZ0KB	[]	清华便利店	湖北省	[]	购物服务;购物相关场所;购物相关场所	060000	109.581547	30.135156	420000	湖北省	贡茶
109.581814,30.135103	万寨乡贡茶苑90号	宣恩县	恩施土家族苗族自治州	B0FFH38MM8	[]	美丽人生精品服饰	湖北省	18907264532;13597816197	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	109.581814	30.135103	420000	湖北省	贡茶
109.581810,30.135101	万寨乡贡茶苑7号商铺	宣恩县	恩施土家族苗族自治州	B0FFI5KTDX	[]	居家门超市	湖北省	[]	购物服务;购物相关场所;购物相关场所	060000	109.581810	30.135101	420000	湖北省	贡茶
114.376335,30.583579	东湖风景区东湖景园A区熙贡茶汇茶馆旁	洪山区	武汉市	B0FFI30095	[]	蕙指兰心美甲	湖北省	18337608812	生活服务;美容美发店;美容美发店	071100	114.376335	30.583579	420000	湖北省	贡茶
109.735680,32.327181	水坪镇三堰工业园区梅子贡茶业有限公司右侧	竹溪县	十堰市	B0FFHSSFZ1	[]	武汉飞翔物流	湖北省	13997818575	生活服务;生活服务场所;生活服务场所	070000	109.735680	32.327181	420000	湖北省	贡茶
109.581814,30.135103	万寨乡集贡茶苑移动营业厅	宣恩县	恩施土家族苗族自治州	B0FFH38IC7	[]	万能通讯	湖北省	[]	购物服务;家电电子卖场;手机销售	060305	109.581814	30.135103	420000	湖北省	贡茶
130.981011,45.298501	中心街新玛特中心店负一层(超市入口对面)	鸡冠区	鸡西市	B0FFGIC0LJ	[]	贡茶	黑龙江省	13555476888	餐饮服务;餐饮相关场所;餐饮相关	050000	130.981011	45.298501	230000	黑龙江省	贡茶
129.617096,44.584541	太平路牡丹江百货大楼2楼	东安区	牡丹江市	B0FFHSA7ES	[]	贡茶	黑龙江省	13555476888	餐饮服务;餐饮相关场所;餐饮相关	050000	129.617096	44.584541	230000	黑龙江省	贡茶
126.643258,45.756638	西大直街4号567漫天地6层	南岗区	哈尔滨市	B0FFHZZV5U	[]	贡茶	黑龙江省	15776226837	餐饮服务;糕饼店;糕饼店	050800	126.643258	45.756638	230000	黑龙江省	贡茶
126.614590,45.766228	安国街7号	道里区	哈尔滨市	B0FFI7JFBF	[]	贡茶	黑龙江省	[]	餐饮服务;甜品店;甜品店|餐饮服务;冷饮店;冷饮店	050900|050700	126.614590	45.766228	230000	黑龙江省	贡茶
126.603958,45.735167	康安路15号附近	道里区	哈尔滨市	B0FFI6RJW1	[]	贡茶	黑龙江省	[]	餐饮服务;冷饮店;冷饮店	050700	126.603958	45.735167	230000	黑龙江省	贡茶
126.620617,45.771642	中央大街69号金安购物广场2层A230室(苹果专卖店左边)	道里区	哈尔滨市	B0FFGDA59K	[]	御禧贡茶(金安店)	黑龙江省	15304501512;13351317135	餐饮服务;冷饮店;冷饮店	050700	126.620617	45.771642	230000	黑龙江省	贡茶
126.699851,45.759250	红红旗大街339号红博中央公园食林外街16号	南岗区	哈尔滨市	B0FFGSFJA9	[]	御可贡茶(会展红博店)	黑龙江省	13936329143	餐饮服务;冷饮店;冷饮店	050700	126.699851	45.759250	230000	黑龙江省	贡茶
126.618968,45.771244	大安街12号	道里区	哈尔滨市	B0FFGTBAKG	[]	台湾贡茶(大安街店)	黑龙江省	18745778622;13654559518	餐饮服务;冷饮店;冷饮店	050700	126.618968	45.771244	230000	黑龙江省	贡茶
126.615272,45.778275	中央大街万达影城一楼防洪纪念塔1号正门进入左转第一家A84号	道里区	哈尔滨市	B0FFGJHBOH	[]	贡茶(中央大街万达店)	黑龙江省	13019011224	餐饮服务;餐饮相关场所;餐饮相关	050000	126.615272	45.778275	230000	黑龙江省	贡茶
126.619086,45.772001	中央大街100号中央商城4楼(中央商城四楼扶梯)	道里区	哈尔滨市	B0FFH3NEOW	[]	贡茶(中央商城店)	黑龙江省	15561810755;15561818666	购物服务;购物相关场所;购物相关场所	060000	126.619086	45.772001	230000	黑龙江省	贡茶
126.619871,45.704561	学府东四道街208号-3	南岗区	哈尔滨市	B0FFGG110M	[]	有饮台湾贡茶	黑龙江省	13115313351;15344501314	购物服务;专卖店;专营店	061200	126.619871	45.704561	230000	黑龙江省	贡茶
126.624256,45.769429	透笼街145-6号	道里区	哈尔滨市	B0FFH6GYF2	[]	贡茶(哈一百店)	黑龙江省	13624514886	餐饮服务;冷饮店;冷饮店	050700	126.624256	45.769429	230000	黑龙江省	贡茶
126.593930,45.734766	埃德蒙顿路38号凯德广场4楼	道里区	哈尔滨市	B0FFHPA6UK	[]	贡茶(埃德蒙顿店)	黑龙江省	13313669277	餐饮服务;餐饮相关场所;餐饮相关	050000	126.593930	45.734766	230000	黑龙江省	贡茶
129.562725,44.585307	师范学院南门	爱民区	牡丹江市	B0FFHNMXAD	[]	贡茶(师院店)	黑龙江省	13836360316	餐饮服务;餐饮相关场所;餐饮相关	050000	129.562725	44.585307	230000	黑龙江省	贡茶
125.160941,46.585702	开发区黎明街道高新区博学大街联想科技城食光里二楼	龙凤区	大庆市	B0FFHE7D1H	[]	贡茶(食光里店)	黑龙江省	18645965333	餐饮服务;餐饮相关场所;餐饮相关	050000	125.160941	46.585702	230000	黑龙江省	贡茶
126.615272,45.778276	友谊路167号悦荟广场一楼C187号(好利来蛋糕店旁边)	道里区	哈尔滨市	B0FFI2KMMO	[]	贡茶(友谊路沃尔玛店)	黑龙江省	18503669432	餐饮服务;餐饮相关场所;餐饮相关	050000	126.615272	45.778276	230000	黑龙江省	贡茶
126.609284,45.721189	学府路1-1号凯德广场F4层	南岗区	哈尔滨市	B0FFHBW4NA	[]	贡茶(凯德广场)	黑龙江省	0451-51038471;15645663996	餐饮服务;冷饮店;冷饮店	050700	126.609284	45.721189	230000	黑龙江省	贡茶
130.336430,46.793453	光复西路万达广场3楼北侧扶旁	郊区	佳木斯市	B0FFILJZKE	[]	贡茶(万达店)	黑龙江省	0454-8888088;13614545656	餐饮服务;冷饮店;冷饮店	050700	130.336430	46.793453	230000	黑龙江省	贡茶
126.565296,45.733313	群里景江东路899号王府井购物中心哈尔信超市阳光棚下电梯左后方	道里区	哈尔滨市	B0FFIBZ2NJ	[]	贡茶(王府井店)	黑龙江省	15561818999;13603630517	购物服务;购物相关场所;购物相关场所	060000	126.565296	45.733313	230000	黑龙江省	贡茶
126.628181,45.604868	红旗·Mall美食街1层	平房区	哈尔滨市	B0FFGPUPL3	[]	贡茶(平房红旗·Mall店)	黑龙江省	13613666554	餐饮服务;冷饮店;冷饮店	050700	126.628181	45.604868	230000	黑龙江省	贡茶
126.640740,45.754440	西大直街40号国展家乐福里	南岗区	哈尔滨市	B0FFIMXOAS	[]	贡茶(国展家乐福店)(国展家乐福店)	黑龙江省	0451-58692536	餐饮服务;餐饮相关场所;餐饮相关	050000	126.640740	45.754440	230000	黑龙江省	贡茶
126.626374,45.748439	木工街7号	南岗区	哈尔滨市	B0FFIAPV8L	[]	贡茶(木工街店)	黑龙江省	15104531292	餐饮服务;甜品店;甜品店	050900	126.626374	45.748439	230000	黑龙江省	贡茶
123.940335,47.358253	仕林国际1号楼00单元01层07号	建华区	齐齐哈尔市	B0FFI0PA05	[]	都可贡茶	黑龙江省	13351824893	餐饮服务;餐饮相关场所;餐饮相关	050000	123.940335	47.358253	230000	黑龙江省	贡茶
126.616630,45.779018	中央大街222号(百盛商业发展有限公司哈尔滨分公司)6楼-F6012号	道里区	哈尔滨市	B0FFIBP3BW	[]	ALSGONGCHA贡茶(中央大街百盛店)	黑龙江省	13945678958	餐饮服务;餐饮相关场所;餐饮相关	050000	126.616630	45.779018	230000	黑龙江省	贡茶
130.355679,46.816839	解放路127号利达·双子星奥莱F4层	向阳区	佳木斯市	B0FFHK1BJ6	[]	御宴贡茶(利达·双子星奥莱)	黑龙江省	[]	购物服务;购物相关场所;购物相关场所	060000	130.355679	46.816839	230000	黑龙江省	贡茶
123.957609,47.340020	北方新天地3楼	龙沙区	齐齐哈尔市	B0FFIJSLYG	[]	龍禧贡茶(新天地店)	黑龙江省	18903628052	餐饮服务;餐饮相关场所;餐饮相关	050000	123.957609	47.340020	230000	黑龙江省	贡茶
130.364245,46.811268	裕民巷百货大楼东侧(李先生隔壁)	向阳区	佳木斯市	B0FFHBJKQX	[]	宫悦贡茶	黑龙江省	17604549531;13505350620	餐饮服务;冷饮店;冷饮店	050700	130.364245	46.811268	230000	黑龙江省	贡茶
126.613549,45.709569	学府路74号中央红超市入口处	南岗区	哈尔滨市	B0FFI81EL5	[]	御品贡茶(黑大中央红店)	黑龙江省	18704668020	餐饮服务;餐饮相关场所;餐饮相关	050000	126.613549	45.709569	230000	黑龙江省	贡茶
129.618730,44.584598	东一步行街远东大厦华夏电影院四楼	东安区	牡丹江市	B0FFI9BOP9	[]	品源贡茶奶茶	黑龙江省	18846465063	餐饮服务;餐饮相关场所;餐饮相关	050000	129.618730	44.584598	230000	黑龙江省	贡茶
126.586302,45.700201	中兴大道166号哈西万达百货3层	南岗区	哈尔滨市	B0FFGD1X6I	[]	阿里山贡茶(哈西万达旗舰店)	黑龙江省	15561818999;4008640451;13603630517	餐饮服务;快餐厅;快餐厅	050300	126.586302	45.700201	230000	黑龙江省	贡茶
128.899248,47.721030	红升小区向荣街厢房综合楼北数3户(南郡嘉郡宾馆对面)	伊春区	伊春市	B0FFI4MX2A	[]	禧皇贡茶	黑龙江省	13845893330	餐饮服务;餐饮相关场所;餐饮相关	050000	128.899248	47.721030	230000	黑龙江省	贡茶
129.619131,44.578953	西长安街1号大商新玛特购物广场牡丹江新玛特2层	西安区	牡丹江市	B0FFHHWDGO	[]	御质贡茶	黑龙江省	18846465063	购物服务;购物相关场所;购物相关场所	060000	129.619131	44.578953	230000	黑龙江省	贡茶
126.653906,45.755686	果戈里大街249号	南岗区	哈尔滨市	B0FFI27OQ0	[]	御享贡茶(果戈里店)	黑龙江省	13100939215	餐饮服务;冷饮店;冷饮店	050700	126.653906	45.755686	230000	黑龙江省	贡茶
130.369550,46.786470	师专南门新华社区A2门113号大学路26号	向阳区	佳木斯市	B0FFHSL965	[]	御晏贡茶(大学店)	黑龙江省	18545421111	餐饮服务;冷饮店;冷饮店	050700	130.369550	46.786470	230000	黑龙江省	贡茶
126.653896,45.755699	果戈里大街249号	南岗区	哈尔滨市	B0FFI1AIDA	[]	gongcha台湾贡茶	黑龙江省	13956315278	餐饮服务;快餐厅;快餐厅	050300	126.653896	45.755699	230000	黑龙江省	贡茶
126.678344,45.770027	一曼街2号红星花园小区(哈工程11公寓附近)	南岗区	哈尔滨市	B0FFIL6J5U	[]	御质贡茶	黑龙江省	15246716197	餐饮服务;餐饮相关场所;餐饮相关	050000	126.678344	45.770027	230000	黑龙江省	贡茶
126.622217,45.704789	学府东四道街116号	南岗区	哈尔滨市	B0FFIMBCSE	[]	御想贡茶	黑龙江省	15045256754	餐饮服务;餐饮相关场所;餐饮相关	050000	126.622217	45.704789	230000	黑龙江省	贡茶
126.616539,45.779663	中央大街232号万达影城二楼	道里区	哈尔滨市	B0FFILXEWI	[]	野青果贡茶	黑龙江省	[]	购物服务;购物相关场所;购物相关场所	060000	126.616539	45.779663	230000	黑龙江省	贡茶
126.621300,45.704726	学府东四道街156-32号6栋1层29	南岗区	哈尔滨市	B0FFIL20GJ	[]	恋恋不舍贡茶	黑龙江省	18745784366	餐饮服务;餐饮相关场所;餐饮相关	050000	126.621300	45.704726	230000	黑龙江省	贡茶
126.586916,45.699871	中兴大道168号哈西万达广场3层风雅绅士馆	南岗区	哈尔滨市	B0FFIOVPH8	[]	阿里山贡茶(哈西万达广场店)	黑龙江省	15546121488;15561818666	餐饮服务;餐饮相关场所;餐饮相关	050000	126.586916	45.699871	230000	黑龙江省	贡茶
126.641688,45.753404	北京街附近	南岗区	哈尔滨市	B0FFINNHOP	[]	阿里山贡茶(国展店)	黑龙江省	17745147117	购物服务;购物相关场所;购物相关场所	060000	126.641688	45.753404	230000	黑龙江省	贡茶
126.725169,45.734185	木材街38-1号	香坊区	哈尔滨市	B0FFHV8NG2	[]	禧御贡茶(农大店)	黑龙江省	15004691105	餐饮服务;冷饮店;冷饮店	050700	126.725169	45.734185	230000	黑龙江省	贡茶
126.617373,45.704357	学府东四道街264号4栋-1-1层12号	南岗区	哈尔滨市	B0FFHJ7V1I	[]	御质贡茶(学府分店)	黑龙江省	15046119339	餐饮服务;餐饮相关场所;餐饮相关	050000	126.617373	45.704357	230000	黑龙江省	贡茶
126.618521,45.774750	友谊路悦荟C座沃尔玛(友谊店)一楼好利来店对面187号	道里区	哈尔滨市	B0FFHS3YNX	[]	御质贡茶(金太阳店)	黑龙江省	17603699020	餐饮服务;餐饮相关场所;餐饮相关	050000	126.618521	45.774750	230000	黑龙江省	贡茶
126.607880,45.718719	学府路1号福顺尚都18栋美丽汇商场b15	南岗区	哈尔滨市	B0FFI8UNP0	[]	御质贡茶(学府凯德店)	黑龙江省	13836194148	餐饮服务;餐饮相关场所;餐饮相关	050000	126.607880	45.718719	230000	黑龙江省	贡茶
126.655979,45.819502	浦源路2468号风味餐厅	松北区	哈尔滨市	B0FFHW4T0W	[]	爱吧克贡茶(风味餐厅)	黑龙江省	17704519400	餐饮服务;餐饮相关场所;餐饮相关	050000	126.655979	45.819502	230000	黑龙江省	贡茶
126.592849,45.703842	哈西大街299号西城红场5楼	南岗区	哈尔滨市	B0FFHMVHPU	[]	御禧贡茶(西城红场店)	黑龙江省	18345167091	餐饮服务;餐饮相关场所;餐饮相关	050000	126.592849	45.703842	230000	黑龙江省	贡茶
131.157709,46.643587	新兴大街87号松江国际购物大厦七层	尖山区	双鸭山市	B0FFHWU1AS	[]	薡御贡茶	黑龙江省	13555156917	餐饮服务;餐饮相关场所;餐饮相关	050000	131.157709	46.643587	230000	黑龙江省	贡茶
126.629923,45.740326	工建街43号	南岗区	哈尔滨市	B0FFHRAED9	[]	有饮台湾贡茶(工大店)	黑龙江省	13359999521	餐饮服务;冷饮店;冷饮店	050700	126.629923	45.740326	230000	黑龙江省	贡茶
126.608243,45.740113	通达街138-2号附近	道里区	哈尔滨市	B0FFI6OVXZ	[]	陈小朵的贡茶店	黑龙江省	[]	餐饮服务;冷饮店;冷饮店	050700	126.608243	45.740113	230000	黑龙江省	贡茶
126.650789,45.762511	龙江街33号3单元1层2号	南岗区	哈尔滨市	B0FFI8W4W9	[]	御合贡茶	黑龙江省	18945071997	餐饮服务;餐饮相关场所;餐饮相关	050000	126.650789	45.762511	230000	黑龙江省	贡茶
126.699263,45.756925	红旗大街339号红博会展中央公园潮界B1层B20号	南岗区	哈尔滨市	B0FFHFTNSH	[]	四云奶盖贡茶(会展店)	黑龙江省	15645663996	餐饮服务;餐饮相关场所;餐饮相关	050000	126.699263	45.756925	230000	黑龙江省	贡茶
126.582618,45.694575	南兴街98号	南岗区	哈尔滨市	B0FFI33MB8	[]	尚品台湾贡茶	黑龙江省	15326847658	餐饮服务;餐饮相关场所;餐饮相关	050000	126.582618	45.694575	230000	黑龙江省	贡茶
126.618929,45.704515	学府东四道街236号5栋1层4号	南岗区	哈尔滨市	B0FFHCC1IH	[]	四云奶盖贡茶(学府四店)	黑龙江省	13274509023;15004663557	餐饮服务;冷饮店;冷饮店	050700	126.618929	45.704515	230000	黑龙江省	贡茶
126.604165,45.705928	西沟街53号哈学院侧门	南岗区	哈尔滨市	B0FFI1E1OU	[]	尚品台湾贡茶	黑龙江省	13624518182	餐饮服务;冷饮店;冷饮店	050700	126.604165	45.705928	230000	黑龙江省	贡茶
126.649067,45.719300	三大动力路8号乐松购物广场4层21C(麦当劳旁)	香坊区	哈尔滨市	B0FFG527UO	[]	漾漾好贡茶(乐松广场店)	黑龙江省	15645663996;15045089686	餐饮服务;冷饮店;冷饮店	050700	126.649067	45.719300	230000	黑龙江省	贡茶
126.523899,45.875730	利民开发区学院路财富天地购物中心铺位号2F-17	呼兰区	哈尔滨市	B0FFHQYTYO	[]	薡御贡茶(学院路店)	黑龙江省	15645685931	餐饮服务;餐饮相关场所;餐饮相关	050000	126.523899	45.875730	230000	黑龙江省	贡茶
130.984812,45.305163	祥光路万达广场一楼A区2号门市(果然小镇1楼入口旁)	鸡冠区	鸡西市	B0FFH9E9H8	[]	嘉睿贡茶(万达店)	黑龙江省	15545747017	餐饮服务;餐饮相关场所;餐饮相关	050000	130.984812	45.305163	230000	黑龙江省	贡茶
126.559199,45.876380	利民大道555号杉杉奥特莱斯广场二层C21200	呼兰区	哈尔滨市	B0FFHG6G5A	[]	禧御贡茶(杉杉店)	黑龙江省	18646526113;18605026113	餐饮服务;茶艺馆;茶艺馆	050600	126.559199	45.876380	230000	黑龙江省	贡茶
126.760429,45.717618	香福路永泰城步行街二层中厅	香坊区	哈尔滨市	B0FFHCH6OV	[]	薡御贡茶(永泰城店)	黑龙江省	15645685921	餐饮服务;冷饮店;冷饮店	050700	126.760429	45.717618	230000	黑龙江省	贡茶
125.968888,46.054412	新一中商服4门	肇东市	绥化市	B0FFI323A6	[]	云朵奶盖贡茶	黑龙江省	15945461613	餐饮服务;冷饮店;冷饮店	050700	125.968888	46.054412	230000	黑龙江省	贡茶
126.592741,45.703108	哈西大街299号红博西城红场红塔时尚中心五层	南岗区	哈尔滨市	B0FFHLGMBO	[]	御禧贡茶店	黑龙江省	[]	购物服务;购物相关场所;购物相关场所	060000	126.592741	45.703108	230000	黑龙江省	贡茶
131.874268,45.545797	东安街395号晨麓书店1楼(好运来蛋糕隔壁)	密山市	鸡西市	B0FFHR26X4	[]	膳玉贡茶饮品店	黑龙江省	13206969189	餐饮服务;餐饮相关场所;餐饮相关	050000	131.874268	45.545797	230000	黑龙江省	贡茶
129.569537,44.591799	兴中路预备役二期1栋117号(牡丹江大学西门附近)	爱民区	牡丹江市	B0FFHQDYG4	[]	第一站贡茶	黑龙江省	18101081897	购物服务;购物相关场所;购物相关场所	060000	129.569537	44.591799	230000	黑龙江省	贡茶
126.649277,45.719505	3大动力路8号乐松购物广场4楼(麦当劳旁)	香坊区	哈尔滨市	B0FFHONWCH	[]	四云奶盖贡茶(乐松广场店)	黑龙江省	0451-58567995	餐饮服务;餐饮相关场所;餐饮相关	050000	126.649277	45.719505	230000	黑龙江省	贡茶
126.998078,46.637886	致富路市八中公交站东南100米	北林区	绥化市	B0FFHFK8QF	[]	雪乐客甜品冰淇淋坊	黑龙江省	15045555862	餐饮服务;餐饮相关场所;餐饮相关	050000	126.998078	46.637886	230000	黑龙江省	贡茶
126.620580,45.725967	中兴街18号沙曼四街区1栋1单元(文兴街文兴综合商场)	南岗区	哈尔滨市	B0FFG9TEST	[]	Doing Coffee	黑龙江省	18646558116	餐饮服务;咖啡厅;咖啡厅	050500	126.620580	45.725967	230000	黑龙江省	贡茶
126.556697,45.738162	群力大道1176号远大购物中心1层	道里区	哈尔滨市	B0FFHSL4ZC	[]	ssr·cake(远大购物中心群力店)	黑龙江省	18345030105	餐饮服务;糕饼店;糕饼店	050800	126.556697	45.738162	230000	黑龙江省	贡茶
119.748550,49.213028	桥头街华汇6楼(电影院旁边)	海拉尔区	呼伦贝尔市	B0FFGI0797	[]	贡茶	内蒙古自治区	18698402420	餐饮服务;餐饮相关场所;餐饮相关	050000	119.748550	49.213028	150000	内蒙古自治区	贡茶
109.814114,40.659585	乌兰道包百步行街金三角西门对面	昆都仑区	包头市	B0FFGUX99P	[]	贡茶	内蒙古自治区	[]	餐饮服务;冷饮店;冷饮店	050700	109.814114	40.659585	150000	内蒙古自治区	贡茶
118.921664,42.242598	赤峰学院东门迅达网吧门口	红山区	赤峰市	B0FFHHOPT6	[]	贡茶	内蒙古自治区	15049634920	餐饮服务;冷饮店;冷饮店	050700	118.921664	42.242598	150000	内蒙古自治区	贡茶
121.312159,43.603520	新开大街与解放路交叉口东50米	开鲁县	通辽市	B0FFHHX0AZ	[]	贡茶	内蒙古自治区	15004917863	餐饮服务;糕饼店;糕饼店	050800	121.312159	43.603520	150000	内蒙古自治区	贡茶
110.008672,40.401998	树林召镇鑫源文化小区1号8号底店	达拉特旗	鄂尔多斯市	B0FFI72VZI	[]	贡茶	内蒙古自治区	15134957621	餐饮服务;糕饼店;糕饼店	050800	110.008672	40.401998	150000	内蒙古自治区	贡茶
111.670562,40.815110	中山西路1号维多利·时代itimesF3层	回民区	呼和浩特市	B0FFHW7RL9	[]	贡茶(维多利·时代itimes)	内蒙古自治区	[]	餐饮服务;冷饮店;冷饮店	050700	111.670562	40.815110	150000	内蒙古自治区	贡茶
